frame.time,ip.src,ip.dst,ip.proto,tcp.flags,tcp.seq,tcp.window_size,frame.len,label,attack_type
2025-12-08 16:16:06.356860,192.168.2.121,10.0.3.87,17,16,1318619,9420,183,0,normal
2025-12-08 16:15:38.840860,192.168.4.110,10.0.1.178,6,24,1121916,12828,288,0,normal
2025-12-08 16:16:17.757860,192.168.4.109,10.0.5.60,17,16,106076,13671,282,0,normal
2025-12-08 16:15:59.877860,192.168.3.15,10.0.1.168,6,18,1717841,19117,661,0,normal
2025-12-08 16:16:21.789860,192.168.0.99,10.0.4.248,6,24,1507981,3549,314,0,normal
2025-12-08 16:15:44.211860,192.168.1.171,10.0.4.182,17,18,561655,9779,412,0,normal
2025-12-08 16:15:33.942860,192.168.1.79,10.0.0.65,6,24,1169373,13784,486,0,normal
2025-12-08 16:15:49.915860,192.168.4.69,10.0.1.11,17,16,1629309,13862,385,0,normal
2025-12-08 16:15:48.639860,192.168.2.59,10.0.3.112,6,16,1469767,10058,372,0,normal
2025-12-08 16:15:45.810860,192.168.4.51,10.0.2.190,17,24,1831238,9465,145,0,normal
2025-12-08 16:15:36.078860,192.168.4.192,10.0.4.186,6,16,836845,10335,265,0,normal
2025-12-08 16:15:42.436860,192.168.1.51,10.0.0.24,17,18,470299,6750,733,0,normal
2025-12-08 16:15:47.672860,192.168.3.47,10.0.1.193,6,16,475195,12306,381,0,normal
2025-12-08 16:16:23.629860,198.51.34.247,10.0.5.159,6,2,1464,148,101,1,syn_flood
2025-12-08 16:16:13.292860,192.168.3.62,10.0.0.62,17,18,1636978,18869,467,0,normal
2025-12-08 16:15:59.468860,192.168.1.163,10.0.5.57,17,24,1237588,5442,411,0,normal
2025-12-08 16:15:39.647860,192.168.5.92,10.0.1.105,6,18,954620,19640,714,0,normal
2025-12-08 16:16:25.127860,198.51.141.224,10.0.3.22,6,2,62739,3840,166,1,port_scan
2025-12-08 16:16:04.115860,192.168.5.197,10.0.0.110,6,24,672032,11485,125,0,normal
2025-12-08 16:15:49.831860,192.168.1.30,10.0.1.92,17,16,683091,5879,90,0,normal
2025-12-08 16:16:17.835860,192.168.2.68,10.0.1.11,6,16,115755,10794,728,0,normal
2025-12-08 16:16:24.845860,203.0.192.156,10.0.2.54,17,0,0,13,1400,1,udp_flood
2025-12-08 16:16:14.092860,192.168.3.188,10.0.0.21,6,18,1989037,2034,394,0,normal
2025-12-08 16:16:25.256860,198.51.26.113,10.0.4.226,6,0,9906,2883,40,1,port_scan
2025-12-08 16:15:46.373860,192.168.3.209,10.0.3.175,17,18,842849,16753,675,0,normal
2025-12-08 16:16:24.313860,203.0.76.124,10.0.2.81,17,0,0,196,1205,1,udp_flood
2025-12-08 16:15:53.670860,192.168.0.123,10.0.5.212,17,16,1418492,12459,583,0,normal
2025-12-08 16:15:52.926860,192.168.5.210,10.0.5.232,17,24,1790745,1871,566,0,normal
2025-12-08 16:15:33.420860,192.168.4.101,10.0.2.44,6,24,1161921,13852,471,0,normal
2025-12-08 16:16:14.418860,192.168.2.254,10.0.0.241,17,18,1333193,2715,476,0,normal
2025-12-08 16:16:19.381860,192.168.0.138,10.0.3.77,17,16,234382,16095,761,0,normal
2025-12-08 16:15:42.524860,192.168.5.119,10.0.5.205,17,16,186990,4608,348,0,normal
2025-12-08 16:15:54.817860,192.168.2.13,10.0.3.82,17,18,607505,4778,132,0,normal
2025-12-08 16:15:44.507860,192.168.5.206,10.0.2.138,6,24,483035,6938,742,0,normal
2025-12-08 16:16:02.610860,192.168.2.45,10.0.1.215,6,18,1853687,16237,105,0,normal
2025-12-08 16:15:53.802860,192.168.3.107,10.0.0.18,6,16,1614660,15346,125,0,normal
2025-12-08 16:15:39.933860,192.168.5.25,10.0.5.241,17,24,199110,4257,368,0,normal
2025-12-08 16:15:47.257860,192.168.4.131,10.0.5.80,6,16,684946,7010,353,0,normal
2025-12-08 16:16:10.024860,192.168.1.243,10.0.5.232,17,16,901380,17074,448,0,normal
2025-12-08 16:15:45.131860,192.168.0.231,10.0.2.42,6,18,1164527,4903,542,0,normal
2025-12-08 16:15:40.201860,192.168.0.116,10.0.1.241,17,24,196292,3034,737,0,normal
2025-12-08 16:16:23.106860,198.51.221.205,10.0.5.54,6,2,9890,293,101,1,syn_flood
2025-12-08 16:16:23.231860,198.51.229.59,10.0.3.23,6,2,125,273,165,1,syn_flood
2025-12-08 16:15:57.529860,192.168.4.86,10.0.3.144,6,24,163195,6143,243,0,normal
2025-12-08 16:16:22.019860,192.168.1.37,10.0.0.79,17,18,789404,11927,332,0,normal
2025-12-08 16:16:22.843860,198.51.67.182,10.0.1.186,6,2,3750,31,200,1,syn_flood
2025-12-08 16:15:40.644860,192.168.4.31,10.0.5.110,17,24,360162,4531,268,0,normal
2025-12-08 16:16:02.888860,192.168.1.144,10.0.3.138,6,18,1217378,16828,385,0,normal
2025-12-08 16:16:05.039860,192.168.1.243,10.0.3.46,17,18,884975,1228,203,0,normal
2025-12-08 16:16:22.115860,192.168.0.200,10.0.4.59,6,16,923386,9060,613,0,normal
2025-12-08 16:16:24.799860,203.0.74.64,10.0.4.202,17,0,0,7,1422,1,udp_flood
2025-12-08 16:15:33.659860,192.168.4.239,10.0.1.54,17,18,630613,4268,79,0,normal
2025-12-08 16:16:06.494860,192.168.1.230,10.0.3.47,6,18,860485,1134,747,0,normal
2025-12-08 16:16:24.440860,203.0.199.235,10.0.5.216,17,0,0,124,1189,1,udp_flood
2025-12-08 16:16:08.610860,192.168.2.8,10.0.2.36,17,24,950274,19789,97,0,normal
2025-12-08 16:15:43.399860,192.168.4.105,10.0.3.184,6,24,1131459,17494,267,0,normal
2025-12-08 16:16:10.679860,192.168.0.70,10.0.5.95,6,18,1096413,9984,727,0,normal
2025-12-08 16:16:24.314860,203.0.157.74,10.0.1.118,17,0,0,45,1021,1,udp_flood
2025-12-08 16:15:58.245860,192.168.0.153,10.0.2.149,17,16,680365,9364,775,0,normal
2025-12-08 16:15:56.631860,192.168.1.199,10.0.3.232,17,16,182686,5650,423,0,normal
2025-12-08 16:16:24.045860,203.0.74.23,10.0.0.150,17,0,0,194,1426,1,udp_flood
2025-12-08 16:16:16.345860,192.168.5.245,10.0.3.106,17,18,854863,1623,178,0,normal
2025-12-08 16:15:44.409860,192.168.0.177,10.0.5.32,17,16,1827862,19890,695,0,normal
2025-12-08 16:16:09.969860,192.168.3.91,10.0.0.40,6,16,1446445,3490,456,0,normal
2025-12-08 16:15:54.810860,192.168.4.100,10.0.1.133,6,16,744367,14739,299,0,normal
2025-12-08 16:15:31.440860,192.168.0.221,10.0.5.58,17,24,359693,10705,379,0,normal
2025-12-08 16:15:42.519860,192.168.0.7,10.0.2.225,6,24,809701,12548,641,0,normal
2025-12-08 16:16:07.198860,192.168.2.25,10.0.3.67,6,24,1345678,15323,196,0,normal
2025-12-08 16:15:47.561860,192.168.5.94,10.0.0.14,17,24,434133,14875,350,0,normal
2025-12-08 16:16:24.667860,203.0.123.11,10.0.3.113,17,0,0,84,1402,1,udp_flood
2025-12-08 16:16:24.007860,203.0.179.83,10.0.5.27,17,0,0,153,1032,1,udp_flood
2025-12-08 16:16:20.039860,192.168.0.48,10.0.3.212,17,16,445581,18725,543,0,normal
2025-12-08 16:16:13.852860,192.168.3.77,10.0.4.16,17,16,381105,18396,163,0,normal
2025-12-08 16:15:35.631860,192.168.0.148,10.0.5.60,17,18,1930553,4490,739,0,normal
2025-12-08 16:16:24.569860,203.0.181.146,10.0.2.156,17,0,0,65,1457,1,udp_flood
2025-12-08 16:16:16.696860,192.168.5.11,10.0.0.77,6,16,1199160,10171,474,0,normal
2025-12-08 16:16:23.499860,198.51.85.245,10.0.3.84,6,2,442,753,147,1,syn_flood
2025-12-08 16:15:46.361860,192.168.0.123,10.0.5.247,17,24,755545,12019,118,0,normal
2025-12-08 16:15:38.454860,192.168.4.241,10.0.5.240,17,16,1920338,16640,367,0,normal
2025-12-08 16:15:31.063860,192.168.5.35,10.0.3.138,6,24,1137472,5638,393,0,normal
2025-12-08 16:16:23.204860,198.51.113.217,10.0.5.50,6,2,5564,209,95,1,syn_flood
2025-12-08 16:15:47.978860,192.168.1.193,10.0.1.208,17,24,282628,12069,701,0,normal
2025-12-08 16:15:31.732860,192.168.5.199,10.0.4.134,17,18,1608084,19144,94,0,normal
2025-12-08 16:15:36.035860,192.168.0.220,10.0.2.199,6,18,703928,19545,795,0,normal
2025-12-08 16:15:45.010860,192.168.1.158,10.0.3.70,17,18,1584488,19845,625,0,normal
2025-12-08 16:16:19.705860,192.168.0.237,10.0.1.102,6,24,349643,2101,661,0,normal
2025-12-08 16:16:22.736860,198.51.23.188,10.0.3.159,6,2,6930,40,105,1,syn_flood
2025-12-08 16:15:50.804860,192.168.5.192,10.0.1.81,6,16,1015966,8641,407,0,normal
2025-12-08 16:16:23.846860,198.51.1.189,10.0.5.46,6,2,4052,635,160,1,syn_flood
2025-12-08 16:16:09.782860,192.168.0.21,10.0.0.53,6,24,1482914,10385,352,0,normal
2025-12-08 16:15:40.847860,192.168.5.144,10.0.2.93,6,16,1196452,11083,402,0,normal
2025-12-08 16:16:23.244860,198.51.68.208,10.0.5.241,6,2,1926,354,131,1,syn_flood
2025-12-08 16:15:41.249860,192.168.0.66,10.0.3.240,6,18,96157,3772,583,0,normal
2025-12-08 16:16:24.955860,198.51.20.80,10.0.3.118,6,0,37390,1442,107,1,port_scan
2025-12-08 16:15:58.255860,192.168.5.195,10.0.2.206,6,24,1097482,8511,624,0,normal
2025-12-08 16:16:10.537860,192.168.4.228,10.0.1.138,6,18,486942,18275,326,0,normal
2025-12-08 16:16:21.184860,192.168.0.99,10.0.0.63,6,16,1318297,19008,684,0,normal
2025-12-08 16:15:51.367860,192.168.0.231,10.0.5.99,17,16,1828194,15914,240,0,normal
2025-12-08 16:16:18.210860,192.168.4.243,10.0.0.81,6,24,1142049,15882,552,0,normal
2025-12-08 16:15:51.714860,192.168.1.203,10.0.4.219,6,24,128419,9085,62,0,normal
2025-12-08 16:15:51.074860,192.168.2.73,10.0.4.4,6,16,326825,5154,276,0,normal
2025-12-08 16:15:56.219860,192.168.5.184,10.0.5.229,6,18,1935626,15148,780,0,normal
2025-12-08 16:16:07.597860,192.168.1.76,10.0.1.130,6,24,1460035,5269,425,0,normal
2025-12-08 16:15:55.131860,192.168.3.224,10.0.1.154,17,24,1572932,18123,296,0,normal
2025-12-08 16:16:05.854860,192.168.3.228,10.0.4.250,6,18,1069149,15028,731,0,normal
2025-12-08 16:16:14.800860,192.168.0.241,10.0.4.31,6,24,572173,11292,587,0,normal
2025-12-08 16:16:22.748860,198.51.181.89,10.0.4.113,6,2,3270,374,145,1,syn_flood
2025-12-08 16:15:49.625860,192.168.3.107,10.0.2.216,6,18,1153542,10158,98,0,normal
2025-12-08 16:15:58.470860,192.168.0.51,10.0.0.147,6,24,708660,16616,369,0,normal
2025-12-08 16:16:13.412860,192.168.3.143,10.0.0.248,6,16,1095918,13369,284,0,normal
2025-12-08 16:16:17.785860,192.168.1.29,10.0.3.116,17,24,583028,12053,412,0,normal
2025-12-08 16:16:24.558860,203.0.127.7,10.0.5.49,17,0,0,62,1556,1,udp_flood
2025-12-08 16:15:34.751860,192.168.2.153,10.0.2.99,17,18,1020159,4683,403,0,normal
2025-12-08 16:15:52.167860,192.168.5.78,10.0.4.24,17,16,1396364,4857,304,0,normal
2025-12-08 16:15:33.578860,192.168.0.206,10.0.4.247,17,24,1159944,18334,493,0,normal
2025-12-08 16:16:23.395860,198.51.249.151,10.0.5.102,6,2,7604,436,199,1,syn_flood
2025-12-08 16:16:00.415860,192.168.2.19,10.0.2.229,17,18,1174003,4177,400,0,normal
2025-12-08 16:15:56.690860,192.168.5.48,10.0.0.152,17,18,1390977,7244,117,0,normal
2025-12-08 16:15:42.766860,192.168.4.11,10.0.1.79,17,24,435333,1288,434,0,normal
2025-12-08 16:16:23.701860,198.51.149.249,10.0.3.126,6,2,368,493,63,1,syn_flood
2025-12-08 16:15:45.049860,192.168.5.130,10.0.1.200,17,24,1932433,17972,783,0,normal
2025-12-08 16:16:21.880860,192.168.1.25,10.0.1.241,6,18,1102023,18137,597,0,normal
2025-12-08 16:16:01.039860,192.168.2.161,10.0.3.206,6,16,1860819,16036,503,0,normal
2025-12-08 16:15:49.240860,192.168.4.74,10.0.0.143,6,24,1604077,5050,84,0,normal
2025-12-08 16:15:46.811860,192.168.4.125,10.0.4.129,17,16,1737425,1580,305,0,normal
2025-12-08 16:15:56.065860,192.168.1.141,10.0.4.245,17,18,886218,8103,434,0,normal
2025-12-08 16:16:07.115860,192.168.5.216,10.0.1.182,6,18,1703714,12467,631,0,normal
2025-12-08 16:16:25.422860,198.51.201.30,10.0.0.58,6,0,57600,1292,67,1,port_scan
2025-12-08 16:16:16.680860,192.168.3.161,10.0.2.181,6,18,1850430,17189,289,0,normal
2025-12-08 16:15:35.661860,192.168.4.90,10.0.3.114,17,16,871242,7596,179,0,normal
2025-12-08 16:15:32.645860,192.168.5.176,10.0.3.252,17,18,122491,8909,670,0,normal
2025-12-08 16:16:03.394860,192.168.1.49,10.0.4.109,6,18,1760241,6778,431,0,normal
2025-12-08 16:15:35.605860,192.168.2.25,10.0.1.126,17,24,1797448,14084,636,0,normal
2025-12-08 16:15:44.723860,192.168.1.173,10.0.5.52,17,16,1823859,19357,532,0,normal
2025-12-08 16:16:16.761860,192.168.0.233,10.0.4.120,6,18,742501,19649,730,0,normal
2025-12-08 16:15:43.412860,192.168.2.212,10.0.3.107,6,24,777621,8084,196,0,normal
2025-12-08 16:16:25.334860,198.51.120.215,10.0.5.140,6,2,44120,174,137,1,port_scan
2025-12-08 16:15:31.623860,192.168.4.248,10.0.2.203,17,24,1501785,10636,600,0,normal
2025-12-08 16:15:34.726860,192.168.2.145,10.0.2.58,6,24,995819,17345,165,0,normal
2025-12-08 16:15:58.457860,192.168.4.237,10.0.2.155,17,18,1302383,11223,417,0,normal
2025-12-08 16:15:55.985860,192.168.1.126,10.0.2.52,17,24,395785,5679,69,0,normal
2025-12-08 16:15:33.090860,192.168.3.130,10.0.4.198,6,16,997762,12139,767,0,normal
2025-12-08 16:16:11.656860,192.168.2.202,10.0.1.182,17,18,698792,14320,761,0,normal
2025-12-08 16:15:57.951860,192.168.3.137,10.0.3.148,6,16,653088,7383,608,0,normal
2025-12-08 16:16:24.312860,203.0.1.179,10.0.4.247,17,0,0,124,1004,1,udp_flood
2025-12-08 16:15:46.467860,192.168.0.161,10.0.4.115,17,24,1372290,17996,414,0,normal
2025-12-08 16:15:45.756860,192.168.5.3,10.0.3.48,6,16,56938,1718,627,0,normal
2025-12-08 16:16:22.632860,198.51.101.27,10.0.2.30,6,2,9881,422,76,1,syn_flood
2025-12-08 16:16:05.131860,192.168.2.81,10.0.2.242,6,16,700367,18652,209,0,normal
2025-12-08 16:15:37.737860,192.168.5.44,10.0.4.223,17,18,161103,3254,754,0,normal
2025-12-08 16:15:44.976860,192.168.4.154,10.0.3.18,6,24,1860213,9209,705,0,normal
2025-12-08 16:15:53.129860,192.168.2.74,10.0.4.119,6,24,1765381,13306,335,0,normal
2025-12-08 16:15:33.042860,192.168.5.202,10.0.4.70,6,16,1832906,7822,402,0,normal
2025-12-08 16:16:01.853860,192.168.5.238,10.0.4.64,6,18,1923912,16704,562,0,normal
2025-12-08 16:15:53.684860,192.168.5.63,10.0.5.252,17,16,71674,7825,62,0,normal
2025-12-08 16:15:40.022860,192.168.3.242,10.0.5.232,17,24,482075,11204,360,0,normal
2025-12-08 16:15:32.161860,192.168.3.16,10.0.1.187,6,24,208569,19157,450,0,normal
2025-12-08 16:16:01.543860,192.168.5.99,10.0.2.34,17,24,1433331,8678,578,0,normal
2025-12-08 16:16:14.646860,192.168.4.87,10.0.5.102,17,16,25630,13832,731,0,normal
2025-12-08 16:15:55.910860,192.168.2.249,10.0.4.18,17,24,1779377,12704,642,0,normal
2025-12-08 16:15:53.257860,192.168.4.142,10.0.5.193,17,24,613670,14353,354,0,normal
2025-12-08 16:16:12.489860,192.168.5.19,10.0.3.145,17,24,963484,10796,757,0,normal
2025-12-08 16:15:49.058860,192.168.4.209,10.0.5.155,6,24,427194,8535,468,0,normal
2025-12-08 16:15:39.864860,192.168.0.251,10.0.5.173,17,24,1932720,16196,160,0,normal
2025-12-08 16:15:38.432860,192.168.3.67,10.0.0.116,6,24,1709672,5950,326,0,normal
2025-12-08 16:16:22.206860,192.168.4.120,10.0.0.120,17,18,1617730,19716,359,0,normal
2025-12-08 16:15:34.499860,192.168.2.153,10.0.1.92,6,24,1597042,16447,169,0,normal
2025-12-08 16:16:11.181860,192.168.0.95,10.0.1.137,17,18,1990823,14520,433,0,normal
2025-12-08 16:16:13.421860,192.168.1.72,10.0.3.219,6,18,1327731,9968,619,0,normal
2025-12-08 16:15:45.885860,192.168.4.148,10.0.1.46,17,18,647088,15359,761,0,normal
2025-12-08 16:16:16.026860,192.168.5.120,10.0.2.113,17,16,348238,11778,660,0,normal
2025-12-08 16:15:31.673860,192.168.3.215,10.0.0.29,6,18,1265318,11974,465,0,normal
2025-12-08 16:16:23.913860,198.51.173.134,10.0.1.248,6,2,8921,844,157,1,syn_flood
2025-12-08 16:15:34.735860,192.168.0.222,10.0.3.212,6,18,1726393,17111,145,0,normal
2025-12-08 16:15:47.132860,192.168.3.51,10.0.0.47,6,16,243995,11164,219,0,normal
2025-12-08 16:15:38.953860,192.168.0.14,10.0.4.125,17,16,1583372,7572,440,0,normal
2025-12-08 16:15:43.497860,192.168.0.100,10.0.1.122,17,24,1422868,18339,694,0,normal
2025-12-08 16:15:34.993860,192.168.0.185,10.0.4.69,17,18,1429030,1483,628,0,normal
2025-12-08 16:15:55.232860,192.168.3.233,10.0.4.111,6,16,1265913,12175,201,0,normal
2025-12-08 16:16:07.796860,192.168.5.87,10.0.4.252,6,18,776843,15529,127,0,normal
2025-12-08 16:15:48.149860,192.168.3.149,10.0.5.165,17,16,953461,2348,164,0,normal
2025-12-08 16:16:12.859860,192.168.5.81,10.0.5.86,6,24,175678,12217,585,0,normal
2025-12-08 16:15:49.649860,192.168.4.110,10.0.0.244,17,24,271833,9312,451,0,normal
2025-12-08 16:16:24.233860,203.0.192.37,10.0.4.242,17,0,0,12,1127,1,udp_flood
2025-12-08 16:16:02.245860,192.168.4.43,10.0.5.254,6,18,1363762,8832,691,0,normal
2025-12-08 16:15:47.040860,192.168.0.232,10.0.5.183,6,24,261405,17646,272,0,normal
2025-12-08 16:16:12.875860,192.168.3.216,10.0.4.65,6,16,897521,13128,229,0,normal
2025-12-08 16:16:23.049860,198.51.83.251,10.0.0.161,6,2,5240,133,99,1,syn_flood
2025-12-08 16:15:37.944860,192.168.3.185,10.0.1.36,17,16,1732562,11699,440,0,normal
2025-12-08 16:16:23.582860,198.51.150.160,10.0.5.22,6,2,9973,744,178,1,syn_flood
2025-12-08 16:15:48.757860,192.168.0.172,10.0.0.152,6,16,1802854,18073,645,0,normal
2025-12-08 16:15:36.404860,192.168.2.87,10.0.4.69,17,16,1969065,7217,282,0,normal
2025-12-08 16:15:32.934860,192.168.0.249,10.0.0.116,6,18,1654295,19007,318,0,normal
2025-12-08 16:15:53.708860,192.168.0.254,10.0.1.52,6,16,697357,19664,342,0,normal
2025-12-08 16:16:22.406860,192.168.3.179,10.0.1.48,17,16,800693,2285,163,0,normal
2025-12-08 16:16:07.277860,192.168.3.130,10.0.1.227,6,18,1924420,17997,740,0,normal
2025-12-08 16:15:35.155860,192.168.2.221,10.0.2.163,17,18,921599,8138,215,0,normal
2025-12-08 16:16:25.362860,198.51.250.84,10.0.5.226,6,2,93222,993,155,1,port_scan
2025-12-08 16:16:17.108860,192.168.5.195,10.0.0.152,17,18,1850232,2131,335,0,normal
2025-12-08 16:15:45.382860,192.168.2.241,10.0.2.224,6,24,84299,8233,629,0,normal
2025-12-08 16:16:14.296860,192.168.0.50,10.0.1.16,17,24,596019,15785,695,0,normal
2025-12-08 16:15:36.895860,192.168.1.134,10.0.0.233,17,24,1108818,11853,147,0,normal
2025-12-08 16:16:17.255860,192.168.1.219,10.0.2.22,17,24,350853,8108,553,0,normal
2025-12-08 16:16:24.649860,203.0.174.54,10.0.5.68,17,0,0,156,1418,1,udp_flood
2025-12-08 16:16:00.772860,192.168.5.142,10.0.5.5,17,16,961248,11652,707,0,normal
2025-12-08 16:16:24.280860,203.0.236.8,10.0.3.78,17,0,0,38,1033,1,udp_flood
2025-12-08 16:16:01.727860,192.168.3.183,10.0.4.204,6,24,1017665,8199,161,0,normal
2025-12-08 16:16:23.928860,198.51.85.95,10.0.4.103,6,2,8085,568,122,1,syn_flood
2025-12-08 16:16:20.799860,192.168.0.66,10.0.2.39,17,18,1528146,5149,288,0,normal
2025-12-08 16:16:17.923860,192.168.0.79,10.0.4.108,17,24,1092499,17564,404,0,normal
2025-12-08 16:16:02.792860,192.168.0.222,10.0.1.31,6,24,283617,9528,787,0,normal
2025-12-08 16:16:14.263860,192.168.2.125,10.0.0.97,6,16,1736870,1251,509,0,normal
2025-12-08 16:15:56.449860,192.168.1.194,10.0.0.32,6,24,799019,18742,690,0,normal
2025-12-08 16:15:53.277860,192.168.2.247,10.0.5.3,17,18,10356,17060,738,0,normal
2025-12-08 16:15:42.869860,192.168.0.193,10.0.2.212,6,24,442870,19834,784,0,normal
2025-12-08 16:15:46.370860,192.168.4.253,10.0.0.152,6,18,1506159,4366,330,0,normal
2025-12-08 16:16:24.120860,203.0.212.198,10.0.5.196,17,0,0,135,1014,1,udp_flood
2025-12-08 16:16:09.109860,192.168.1.62,10.0.0.216,17,18,1115165,15260,682,0,normal
2025-12-08 16:16:03.868860,192.168.0.213,10.0.4.199,17,24,1172719,12137,304,0,normal
2025-12-08 16:15:41.958860,192.168.5.192,10.0.5.32,17,18,669558,6470,238,0,normal
2025-12-08 16:15:39.849860,192.168.5.125,10.0.1.23,6,24,826793,13228,794,0,normal
2025-12-08 16:16:08.764860,192.168.1.195,10.0.1.148,6,16,829247,17855,490,0,normal
2025-12-08 16:15:39.119860,192.168.2.22,10.0.5.111,17,16,969747,8311,588,0,normal
2025-12-08 16:16:00.905860,192.168.5.187,10.0.5.4,6,18,1905285,2042,625,0,normal
2025-12-08 16:16:22.831860,198.51.183.103,10.0.0.59,6,2,2084,828,85,1,syn_flood
2025-12-08 16:16:23.228860,198.51.79.2,10.0.3.107,6,2,2655,357,73,1,syn_flood
2025-12-08 16:15:32.186860,192.168.1.230,10.0.4.217,6,16,1565979,5096,306,0,normal
2025-12-08 16:16:22.380860,192.168.0.103,10.0.0.113,17,18,1999377,6421,256,0,normal
2025-12-08 16:15:33.489860,192.168.1.114,10.0.2.32,17,16,667650,15387,664,0,normal
2025-12-08 16:15:41.985860,192.168.5.85,10.0.2.197,17,24,1555975,17468,610,0,normal
2025-12-08 16:15:56.608860,192.168.5.238,10.0.1.56,6,24,262706,1697,637,0,normal
2025-12-08 16:16:19.362860,192.168.3.98,10.0.4.137,17,24,64630,9323,502,0,normal
2025-12-08 16:15:40.116860,192.168.4.122,10.0.1.160,6,16,1303739,9418,823,0,normal
2025-12-08 16:16:00.953860,192.168.0.131,10.0.2.8,17,24,1344448,3706,576,0,normal
2025-12-08 16:16:01.673860,192.168.0.251,10.0.5.26,17,18,260833,4723,197,0,normal
2025-12-08 16:15:51.497860,192.168.3.45,10.0.4.152,6,18,1000853,13457,586,0,normal
2025-12-08 16:15:54.951860,192.168.0.199,10.0.4.88,6,24,1750046,1446,103,0,normal
2025-12-08 16:16:20.522860,192.168.4.114,10.0.5.253,17,24,897419,2399,223,0,normal
2025-12-08 16:15:47.135860,192.168.5.89,10.0.5.191,17,16,1613266,3525,736,0,normal
2025-12-08 16:16:11.049860,192.168.0.169,10.0.3.140,6,24,1500958,13871,760,0,normal
2025-12-08 16:16:04.859860,192.168.2.237,10.0.1.90,17,24,71029,16711,486,0,normal
2025-12-08 16:16:23.329860,198.51.41.18,10.0.0.185,6,2,3916,196,170,1,syn_flood
2025-12-08 16:15:50.423860,192.168.4.158,10.0.4.65,17,18,1129480,11853,508,0,normal
2025-12-08 16:15:54.655860,192.168.2.83,10.0.3.13,17,16,1308953,5505,80,0,normal
2025-12-08 16:15:51.328860,192.168.5.181,10.0.5.65,6,18,1363276,14129,607,0,normal
2025-12-08 16:16:23.104860,198.51.199.232,10.0.0.206,6,2,8040,31,146,1,syn_flood
2025-12-08 16:16:13.527860,192.168.1.143,10.0.4.31,6,24,1064791,18408,571,0,normal
2025-12-08 16:16:11.174860,192.168.1.54,10.0.3.18,6,18,1372199,12096,128,0,normal
2025-12-08 16:16:18.484860,192.168.5.247,10.0.1.140,17,16,35112,1458,396,0,normal
2025-12-08 16:16:17.348860,192.168.1.164,10.0.1.34,17,16,1579906,17127,134,0,normal
2025-12-08 16:15:55.590860,192.168.0.25,10.0.3.234,6,16,1702973,3337,459,0,normal
2025-12-08 16:16:23.902860,198.51.128.129,10.0.4.137,6,2,5435,766,173,1,syn_flood
2025-12-08 16:15:41.433860,192.168.1.46,10.0.2.24,17,18,1008141,9202,190,0,normal
2025-12-08 16:15:45.966860,192.168.5.25,10.0.3.31,17,16,1410812,11200,280,0,normal
2025-12-08 16:15:55.423860,192.168.4.189,10.0.2.45,6,16,1413191,5609,796,0,normal
2025-12-08 16:15:39.609860,192.168.4.69,10.0.5.241,6,16,1484270,15507,454,0,normal
2025-12-08 16:16:11.136860,192.168.3.251,10.0.1.71,17,16,1726078,4295,430,0,normal
2025-12-08 16:15:51.306860,192.168.2.98,10.0.5.91,6,16,1281908,8387,240,0,normal
2025-12-08 16:16:23.964860,198.51.52.196,10.0.1.154,6,2,946,624,137,1,syn_flood
2025-12-08 16:16:23.594860,198.51.246.225,10.0.3.69,6,2,1211,461,117,1,syn_flood
2025-12-08 16:15:34.091860,192.168.0.114,10.0.3.51,17,24,1281319,5862,267,0,normal
2025-12-08 16:16:16.064860,192.168.2.198,10.0.0.224,6,18,1006109,5070,794,0,normal
2025-12-08 16:15:40.020860,192.168.0.92,10.0.1.71,6,18,596077,1853,660,0,normal
2025-12-08 16:16:15.768860,192.168.5.34,10.0.2.94,17,16,804851,15505,379,0,normal
2025-12-08 16:16:08.397860,192.168.5.196,10.0.0.15,17,24,630720,15706,180,0,normal
2025-12-08 16:16:14.993860,192.168.0.108,10.0.0.215,6,16,437811,8079,493,0,normal
2025-12-08 16:16:24.539860,203.0.146.16,10.0.0.80,17,0,0,115,1294,1,udp_flood
2025-12-08 16:15:36.175860,192.168.4.51,10.0.0.233,17,24,1298269,19035,772,0,normal
2025-12-08 16:16:07.361860,192.168.2.163,10.0.3.205,6,16,1163883,5175,585,0,normal
2025-12-08 16:16:22.235860,192.168.1.234,10.0.2.44,6,16,1503983,17266,588,0,normal
2025-12-08 16:16:24.867860,203.0.47.117,10.0.0.202,17,0,0,87,1109,1,udp_flood
2025-12-08 16:16:14.331860,192.168.4.57,10.0.5.98,17,16,221447,4658,700,0,normal
2025-12-08 16:16:24.295860,203.0.58.176,10.0.4.41,17,0,0,116,1409,1,udp_flood
2025-12-08 16:15:51.264860,192.168.2.15,10.0.5.48,6,24,936450,13042,251,0,normal
2025-12-08 16:16:13.423860,192.168.0.178,10.0.2.123,17,24,180336,5424,131,0,normal
2025-12-08 16:16:24.406860,203.0.39.82,10.0.1.225,17,0,0,77,1131,1,udp_flood
2025-12-08 16:15:46.216860,192.168.5.123,10.0.0.252,6,24,1255811,9755,715,0,normal
2025-12-08 16:16:23.164860,198.51.204.226,10.0.3.60,6,2,781,737,157,1,syn_flood
2025-12-08 16:15:38.609860,192.168.0.237,10.0.3.245,6,18,675953,17190,106,0,normal
2025-12-08 16:15:56.145860,192.168.4.11,10.0.2.233,17,18,1036346,10708,622,0,normal
