ip.proto,tcp.flags,tcp.seq,tcp.window_size,frame.len
6,2,0,1024,54
6,16,7380842,45527,1233
6,16,3827990,52502,83
6,2,0,1024,54
6,16,8117898,57011,70
6,16,6025764,42262,95
6,16,3810417,21495,1296
6,16,5949440,0,291
6,16,2901963,51296,78
6,16,8011269,23794,62
6,16,3755947,0,1049
6,16,988669,50254,1486
6,16,4568029,51640,1496
6,16,3234192,0,1157
6,16,3391323,39162,96
6,2,0,1024,54
6,16,9745681,2549,54
6,16,1324107,15239,73
6,24,907659,10869,68
6,16,8198190,61840,77
6,24,9217338,26232,80
6,2,0,512,56
6,24,4660889,46049,71
6,16,1350343,36783,1143
6,2,0,512,55
6,16,6773762,48907,1034
6,24,2882141,13263,99
6,16,979243,27557,89
6,16,4517555,0,1182
6,16,8123699,36034,1494
6,2,0,1024,59
6,24,6044351,47718,79
6,16,3975310,14644,1320
6,24,9259194,63327,78
6,16,7115818,61938,72
6,16,6135565,35821,97
6,16,2607299,23543,1109
6,24,811036,58627,1070
6,16,5576782,38635,60
6,16,1086911,0,1089
6,16,7793416,38490,99
6,16,592477,0,1346
6,24,6656704,41937,93
6,24,4457649,13277,1510
6,16,7686702,49380,97
6,16,2809857,17680,77
6,24,7811085,12683,1481
6,16,1414940,35438,86
6,2,0,1024,58
6,16,2800791,0,318
6,16,1076324,2998,54
6,16,3959440,20898,1320
6,16,4610288,29678,1038
6,16,9312301,0,846
6,24,8102971,46117,63
6,24,9267587,65024,64
6,16,8698498,23634,75
6,16,4058516,0,1260
6,16,381485,28505,1170
6,16,9785843,61229,1221
6,16,8700402,36303,1452
6,16,1902887,52106,92
6,2,0,1024,54
6,16,247555,4267,54
6,16,8840059,16963,96
6,24,2886021,35496,99
6,24,6227463,30203,1421
6,16,6433334,22874,1187
6,16,2750058,64019,88
6,16,9161131,34083,1412
6,16,3263166,1690,54
6,16,3547321,22708,1133
6,16,8242130,44310,1449
6,16,9931556,36268,1361
6,16,1055212,56612,1171
6,16,1310625,2212,54
6,16,1327293,15797,1156
6,16,3841420,31621,1310
6,16,1697525,15588,70
6,16,7964293,0,394
6,16,8499647,4834,54
6,16,1763638,4834,54
6,16,3883370,0,492
6,16,5439027,37578,1427
6,16,8498651,16438,1287
6,24,4536048,42067,1233
6,2,0,1024,55
6,16,3080052,0,701
6,16,9082318,24509,1014
6,16,714836,15056,82
6,16,2883153,20245,67
6,2,0,512,54
6,16,8424678,13337,1433
6,16,8886935,46759,1253
6,16,8908682,13215,64
6,16,4552555,22613,1116
6,2,0,1024,59
6,16,5410856,51991,87
6,24,7650499,16306,1400
6,24,6724996,54515,62
6,16,6379644,0,70
6,16,9906827,2377,54
6,16,7021794,0,1263
6,16,2912534,3535,54
6,2,0,512,57
6,24,6202417,49921,1342
6,16,5449730,59724,1244
6,16,4303681,54108,1333
6,16,1688276,52737,90
6,16,4660192,54041,1186
6,16,2696025,0,886
6,16,9279306,0,1227
6,16,9122409,57133,88
6,2,0,512,59
6,16,264526,21779,91
6,16,4066654,3277,54
6,16,8045113,52646,1067
6,16,6844749,55414,1446
6,16,7278292,41418,95
6,16,6303073,16424,99
6,2,0,512,55
6,16,2599986,47111,1010
6,16,6599699,13469,73
6,24,8448339,13552,1244
6,16,4634421,38376,1488
6,24,4309444,59317,74
6,24,909845,63621,1375
6,24,5469956,51899,76
6,24,3263610,35972,75
6,16,6384265,62956,90
6,16,3278727,42686,92
6,24,1185625,16834,1403
6,24,1922527,26443,1330
6,16,3889133,40767,85
6,2,0,512,58
6,16,5400286,2641,54
6,16,6282,3087,54
6,2,0,512,55
6,16,9071537,48964,63
6,24,6026539,23963,1453
6,16,8085464,37971,92
6,2,0,512,59
6,2,0,512,56
6,16,4487120,30386,1402
6,2,0,1024,58
6,16,3334052,58367,65
6,16,5709613,46632,90
6,16,7338340,31386,1493
6,2,0,512,55
6,24,8261553,52647,1340
6,16,4267230,63263,1274
6,16,5891167,16569,84
6,16,6690985,35395,91
6,16,861009,14320,1154
6,16,1257405,58242,83
6,16,5103990,33204,82
6,16,8663591,0,1260
6,16,7583155,62885,1399
6,16,3044254,64871,65
6,2,0,512,56
6,16,8162673,43537,97
6,24,9335579,23635,85
6,16,5985798,4916,54
6,16,3877859,18388,66
6,16,2311591,4054,54
6,16,8629491,16120,60
6,16,8036083,63638,1022
6,16,5825391,0,669
6,16,8508250,26083,1419
6,24,5946513,42699,1205
6,16,4036117,0,62
6,16,3492349,0,1302
6,16,432219,4511,54
6,24,5791787,13484,1506
6,16,7521582,44582,91
6,16,1893610,35922,69
6,16,1477215,34354,85
6,16,2111520,0,616
6,16,4541792,0,987
6,16,2249419,36712,1373
6,16,3633577,0,168
6,16,2269244,23216,84
6,24,5450202,52112,1187
6,24,8533239,54859,1230
6,16,7117791,23197,1062
6,16,992461,39002,73
6,16,7358368,24081,68
6,24,2185041,46611,1123
6,16,4037815,55750,1174
6,16,2549214,40152,1263
6,16,7270228,4904,54
6,16,8565575,49627,70
6,16,2211249,20778,1135
6,24,3349617,60932,1001
6,24,6094814,28807,1309
6,16,8594589,43562,1160
6,24,503773,60322,1180
6,16,9000195,42693,1329
6,24,7842230,43319,1489
6,2,0,512,58
6,24,1896078,61327,1512
6,24,2018762,24742,64
6,16,4883270,18594,79
6,16,3051561,21347,92
6,16,9655975,1812,54
6,2,0,512,55
6,16,8919962,37502,61
6,16,5824253,21597,1042
6,16,9494039,42322,1446
6,16,7042226,15212,90
6,16,5442590,52030,97
6,24,8669534,15472,1134
6,16,8769397,0,924
6,24,1136910,22644,98
6,16,9019322,0,106
6,16,7097892,0,217
6,16,7736542,0,638
6,16,4513290,3335,54
6,16,8810487,36214,94
6,16,8369178,48053,1315
6,16,9865887,59448,1042
6,16,2984768,64528,1187
6,24,3614329,26805,68
6,16,6410490,37406,64
6,16,2129069,35969,1272
6,16,5677176,3389,54
6,2,0,512,57
6,16,8357978,27267,1227
6,16,5288642,0,459
6,16,9442551,0,289
6,16,298333,52277,97
6,16,7738447,22093,82
6,2,0,512,58
6,16,7882887,15726,82
6,16,9116730,38179,1314
6,16,3226085,54005,79
6,16,2819383,14546,76
6,24,7996010,32659,84
6,24,9053305,32926,1414
6,2,0,512,58
6,16,1008600,27701,1235
6,16,3413471,24338,81
6,16,4613246,45350,1075
6,16,7385767,40733,1109
6,16,5930671,48745,91
6,24,2981956,26192,98
6,24,1283087,32204,1203
6,16,6189273,0,1474
6,16,222192,62473,70
6,16,9230972,37614,79
6,16,8365904,56010,83
6,16,4358775,40619,1472
6,24,6238277,57861,1213
6,16,5700537,26457,1237
6,16,4273377,45746,92
6,16,546785,50552,1026
6,16,1903654,16484,1246
6,16,2160325,38838,1494
6,16,2844765,60814,91
6,16,6358278,0,595
6,16,8078490,57291,1437
6,2,0,1024,57
6,24,2481162,54382,85
6,24,6503029,54663,1257
6,16,5488740,57186,1506
6,16,3617702,53867,91
6,2,0,1024,57
6,16,4224460,0,333
6,16,6507734,30113,1069
6,16,7107002,52087,83
6,24,5955635,11977,1437
6,24,1312503,47731,1483
6,16,1312914,1968,54
6,24,9128181,59026,1508
6,24,7239832,63229,75
6,16,4916385,0,399
6,24,6781375,59132,1310
6,16,3278364,0,673
6,16,6538032,50416,87
6,16,6198974,38583,80
6,16,4227544,53968,85
6,24,9995102,12434,86
6,24,7186736,42175,1443
6,16,7905397,2569,54
6,2,0,1024,56
6,16,3957231,20285,1005
6,24,5829988,13043,86
6,16,6909525,56480,61
6,24,6325504,56874,96
6,24,8962866,35525,98
6,16,9390746,33459,1152
6,16,4705083,13688,64
6,16,2564853,29343,88
6,16,4138100,43981,67
6,16,3955623,48203,99
6,2,0,512,54
6,16,4685209,59287,68
6,16,6671058,17317,1291
6,16,2607062,3398,54
6,16,6419159,1387,54
6,16,4684923,4612,54
6,16,4632024,0,1475
6,16,2761333,45734,91
6,16,3440502,13882,1127
6,16,6778167,36355,1340
6,16,6775164,25429,71
6,16,5461909,0,709
6,24,105583,55323,82
6,16,532063,20270,1478
6,16,5515551,1345,54
6,16,4031723,17913,61
6,16,6374303,13193,69
6,16,5995397,51811,69
6,16,878936,22593,85
6,16,6760414,11124,1133
6,24,5181480,30953,85
6,16,370465,1560,54
6,16,9256062,2907,54
6,16,3137443,13937,87
6,16,687532,1988,54
6,16,9728424,13532,87
6,16,8845505,44631,1136
6,16,4029617,17988,1498
6,16,5564739,2858,54
6,16,1327731,44049,1370
6,16,1088457,19866,99
6,16,2670875,15997,62
6,16,4377555,0,705
6,16,6295175,44220,73
6,16,8148349,0,842
6,16,2822501,15416,99
6,2,0,512,59
6,2,0,1024,56
6,16,4603187,55993,62
6,16,427235,44053,1074
6,16,1284917,31985,1374
6,16,2165048,46802,1123
6,16,9286786,44065,86
6,16,4815944,27143,1263
6,16,9185568,38535,1481
6,16,8985863,63304,1239
6,16,9576941,13470,68
6,2,0,512,57
6,2,0,1024,56
6,16,830782,62826,76
6,16,8363848,21646,1280
6,16,2369561,0,549
6,16,4671639,34428,67
6,24,6009116,18419,92
6,24,8717664,33909,1228
6,24,2440419,31040,75
6,24,9658459,35298,1317
6,16,6501580,31031,86
6,16,4207326,11843,1084
6,16,7321454,65259,1167
6,16,8482114,25878,82
6,24,2363754,36236,80
6,24,5761866,53998,96
6,16,6353448,39829,1309
6,16,1177445,53600,64
6,24,2313322,11093,60
6,16,9013813,60668,78
6,16,2423522,0,341
6,24,4526958,49405,69
6,16,2376099,43416,65
6,16,857151,3226,54
6,16,3201829,11318,1073
6,2,0,512,56
6,16,1742578,62773,1162
6,16,292776,27222,1187
6,16,2090128,48441,66
6,16,9853191,45299,74
6,24,3692300,24092,76
6,24,9951958,39747,1398
6,16,2799704,3037,54
6,24,2451837,53805,1380
6,16,101052,0,776
6,16,8451325,54945,92
6,16,2637928,26561,1240
6,16,853035,4327,54
6,16,618724,0,1080
6,16,9597698,35872,1308
6,16,5496999,48000,1089
6,16,1972290,18696,1470
6,16,2877545,63338,89
6,16,6158658,16663,77
6,16,616487,61218,81
6,24,5646680,57594,73
6,24,2438993,45460,1401
6,16,7951547,0,1139
6,16,833204,10396,97
6,16,7960766,55789,98
6,16,3092065,1807,54
6,16,1578996,4711,54
6,2,0,1024,57
6,24,7257860,45929,74
6,16,4880053,38239,1193
6,16,7786339,31592,84
6,16,4956657,18913,1204
6,24,3196006,49348,96
6,16,8968958,0,1011
6,16,536311,0,864
6,16,7849402,1903,54
6,16,7488128,0,533
6,16,3294702,28810,1049
6,16,8786329,4928,54
6,16,1948578,16923,84
6,16,6119317,11152,82
6,2,0,1024,54
6,24,3931222,31197,1200
6,16,8624642,55928,1083
6,24,958939,52908,79
6,16,288741,26785,1299
6,16,6168116,53501,97
6,16,7841210,42266,86
6,16,391493,30834,1207
6,16,8567395,20040,97
6,2,0,1024,55
6,16,7157775,46813,77
6,16,4819605,11774,1319
6,16,3611781,53954,1436
6,24,440559,35170,1079
6,16,4476300,28369,1278
6,16,7790049,36622,1386
6,16,1472742,0,1005
6,16,3946375,29143,66
6,16,5210461,26855,1126
6,16,3856854,59184,71
6,24,6493647,28681,1169
6,24,7826794,21653,76
6,16,7919449,3050,54
6,24,3719993,43999,96
6,16,3658858,56708,1159
6,16,2894253,39631,1412
6,24,1279412,19569,80
6,16,6292199,0,110
6,16,1155726,25717,71
6,16,7136721,24083,97
6,16,194409,49257,74
6,24,55350,13051,93
6,16,6485004,39732,1000
6,16,4174790,23034,1438
6,24,7996739,40839,1497
6,16,8434808,44686,1457
6,16,4461039,25843,93
6,16,1608093,2774,54
6,16,8129822,45057,78
6,24,2356884,58242,65
6,16,7989678,0,328
6,24,3067543,17163,89
6,16,7425912,20412,1196
6,24,4691589,56555,80
6,16,4192335,42604,1180
6,2,0,1024,57
6,24,502395,20083,93
6,16,6900307,65186,1280
6,16,2062635,62565,1135
6,16,3530788,56344,1387
6,2,0,512,56
6,24,3946526,35321,79
6,24,7456970,54377,1075
6,16,5060752,15663,71
6,24,8770683,33715,1196
6,24,450695,35343,80
6,16,5658285,17822,98
6,16,1759880,27386,1066
6,16,486358,19659,69
6,16,5976779,55929,1145
6,16,6100080,56129,62
6,16,6368532,51985,72
6,16,9971791,37459,94
6,24,5870097,58049,1065
6,16,8778811,38001,93
6,16,7197978,25897,1252
6,2,0,512,57
6,24,3413927,23180,86
6,16,3931214,0,1343
6,16,8325751,33954,90
6,2,0,512,58
6,16,69590,37632,1270
6,16,3543302,53061,1401
6,16,8124854,4504,54
6,16,8863954,0,1027
6,16,2782466,58638,78
6,16,1690310,56898,1447
6,24,2618476,13590,1355
6,24,448789,41025,1098
6,16,1155424,24478,1098
6,16,2665345,51852,1370
6,16,4943974,25285,1092
6,16,2385914,0,1416
6,16,7273524,40778,1416
6,16,2751776,30734,90
6,16,8100491,3270,54
6,16,4820866,43263,89
6,16,8640486,27239,1278
6,16,8626949,59141,1444
6,2,0,1024,56
6,16,7624888,0,440
6,16,6732288,38675,88
6,24,6011654,37381,1035
6,16,4461538,35742,61
6,16,1868095,0,1321
6,16,2298534,0,165
6,16,1986004,0,457
6,16,2466878,0,1454
6,16,7651474,14603,1291
6,16,6615951,13767,81
6,16,1053540,14047,83
6,16,8862011,0,213
6,16,9865324,63901,1112
6,16,3486055,30005,1287
6,16,1666731,12972,1263
6,16,6813764,34130,1153
6,16,4746616,0,936
6,16,4100017,59724,1401
6,16,3116076,0,1286
6,16,6866423,0,375
6,24,7276233,18278,1351
6,16,3424232,58401,92
6,16,3506297,47140,1324
6,16,6438630,1170,54
6,16,1426827,0,126
6,16,679039,58314,1203
6,16,7338300,0,792
6,16,5401301,31075,96
6,2,0,1024,54
6,16,4336073,29715,1103
6,16,50203,32691,1465
6,16,4000953,0,81
6,16,680262,63364,1319
6,16,626332,46039,62
6,16,3226662,59470,78
6,24,5900068,23898,1506
6,16,6544675,64201,81
6,16,7145593,22254,1285
6,16,6420593,33539,1002
6,16,8705885,45185,1015
6,16,1550469,26696,98
6,16,2703545,10070,60
6,24,9308429,36577,90
6,24,5935703,31233,85
6,16,5997257,24604,1279
6,16,8314171,11569,79
6,16,4750246,10946,1087
6,16,3333350,54962,72
6,24,2511432,46063,74
6,16,4644828,42408,1288
6,16,4194264,21183,1416
6,16,1004341,58720,1268
6,24,811256,49599,1473
6,24,1748878,49328,1011
6,16,7067604,27595,1380
6,16,8971635,28863,1381
6,16,4717592,49900,1184
6,16,2099987,2518,54
6,16,2225301,33796,1255
6,16,7042664,26726,88
6,16,7964866,51996,67
6,16,4850531,58171,1124
6,16,525603,42745,69
6,16,7325437,34537,63
6,16,656011,60641,1338
6,16,6424839,2651,54
6,24,8730758,37720,1201
6,24,3375368,42124,94
6,16,5588944,57084,1371
6,16,8924210,39239,73
6,16,1157405,48812,1059
6,2,0,1024,54
6,16,475946,38811,99
6,16,1166722,49708,1467
6,16,2420272,10725,95
6,24,1683514,44211,98
6,16,1977158,41616,92
6,16,8185992,47199,72
6,16,8031480,38634,87
6,16,8352978,56911,94
6,16,2142879,62972,61
6,24,4594160,63078,62
6,24,9690844,18744,95
6,16,6986958,0,194
6,16,8254632,3384,54
6,16,7609379,38139,68
6,24,7207735,19435,63
6,16,955561,20622,1035
6,16,955623,53839,1270
6,16,8017961,63905,1145
6,16,3838265,61348,1503
6,16,9035474,49061,72
6,2,0,1024,59
6,2,0,512,57
6,16,944701,30142,93
6,2,0,512,58
6,2,0,512,57
6,16,347971,0,1389
6,16,480623,32331,1320
6,24,3942795,23391,69
6,24,3490538,49929,65
6,16,927508,35863,1089
6,24,4105541,29286,1263
6,16,2593208,2411,54
6,24,692846,15967,1377
6,16,4644052,39059,77
6,16,4755815,1641,54
6,16,4131892,35021,1497
6,16,8428144,1380,54
6,16,6520776,11238,91
6,16,9142147,36676,95
6,16,375589,47946,62
6,16,561118,47819,93
6,16,9373380,3493,54
6,16,4419980,16388,63
6,24,8422756,36909,1271
6,16,5970960,41945,1076
6,16,9071781,48958,1143
6,2,0,1024,59
6,16,3970921,0,185
6,16,4326159,30729,1439
6,16,450287,52864,73
6,16,2338873,51710,70
6,16,7389671,24097,1480
6,16,6754893,52751,1284
6,2,0,1024,55
6,16,502829,28597,77
6,16,5945247,35026,89
6,16,4483594,28053,1432
6,24,639040,13363,99
6,16,7953562,22464,81
6,24,456825,58043,1160
6,16,3620237,56529,1399
6,16,6507171,0,1183
6,16,8401978,35954,91
6,16,9436106,51624,1455
6,16,1423181,19797,1050
6,24,3188755,41794,1141
6,16,5159378,24889,1427
6,24,3454315,41434,80
6,24,9094806,32783,1062
6,16,7172422,0,433
6,16,5586350,64472,75
6,16,2260014,0,639
6,16,6431311,23408,1326
6,16,4236405,1174,54
6,16,9229352,13852,98
6,16,9063149,29698,1371
6,16,507677,35477,1214
6,24,3441712,45857,90
6,16,6749152,27542,79
6,16,3196488,0,370
6,16,6728276,37048,1104
6,16,3857945,0,590
6,16,5905030,22991,1025
6,2,0,512,56
6,24,1972424,28634,80
6,2,0,512,59
6,2,0,512,59
6,16,2620662,43466,1196
6,16,3638355,53448,1304
6,16,3601283,56404,1302
6,16,3747974,51642,69
6,16,8278277,34424,96
6,16,806511,37263,94
6,16,9004495,0,68
6,24,349568,25469,1066
6,2,0,512,57
6,16,4091246,55453,86
6,24,1580768,52907,80
6,16,7096363,24569,1048
6,16,3503742,13940,1388
6,2,0,512,58
6,16,8298414,26679,76
6,2,0,512,54
6,16,4677805,3004,54
6,16,6963459,37681,67
6,16,7012821,23291,1276
6,24,2869349,60794,77
6,24,1352324,60443,81
6,16,959656,20737,77
6,16,9229861,47984,89
6,16,3966941,47377,88
6,24,8487904,16524,98
6,24,1308106,43531,1369
6,16,8357104,4066,54
6,24,9843442,34869,1149
6,24,2141962,21876,1422
6,16,4959793,1003,54
6,16,6335363,0,183
6,16,7834037,19942,1492
6,16,8167093,53965,1378
6,16,1369766,0,1374
6,16,7544584,55039,1315
6,16,4637943,0,964
6,16,8194420,1501,54
6,16,1909023,29137,1220
6,24,1903914,13147,94
6,16,1309230,34712,91
6,16,8738793,3263,54
6,16,3543454,19555,67
6,16,8840742,57731,1046
6,16,3358969,56568,91
6,16,3676962,15800,1445
6,24,4085746,53465,1058
6,16,7535897,63072,1300
6,16,1673934,0,720
6,16,412254,62308,1151
6,24,1221496,42132,1285
6,16,7487018,47902,65
6,16,1066401,21294,86
6,16,7120889,21090,92
6,16,2329352,25473,1191
6,16,8051342,12905,1350
6,16,8806762,0,1352
6,16,7654363,30343,85
6,16,5332994,17827,1217
6,16,948464,62139,98
6,24,4982141,31233,1054
6,16,2105420,64648,1510
6,16,4455934,51316,90
6,16,9193526,49340,68
6,2,0,1024,59
6,16,2968724,63260,1008
6,24,8541138,42879,91
6,16,4811779,58260,1326
6,24,4356628,26129,91
6,16,6961428,4383,54
6,24,9901020,38517,87
6,16,4707518,48890,90
6,16,2991417,35466,98
6,16,5702444,32418,1244
6,24,7940196,42538,83
6,16,3815160,47529,1488
6,16,6042052,0,1048
6,16,4013685,46852,1111
6,16,1117228,57831,1405
6,16,5367330,0,1410
6,2,0,1024,54
6,16,7348635,29600,1304
6,16,7911996,0,971
6,16,6487778,45188,93
6,16,6113847,53710,1007
6,16,3048789,41788,92
6,16,6380298,19036,94
6,24,8041706,62365,1103
6,16,5829736,10123,1062
6,24,4024701,33338,86
6,16,3762422,2878,54
6,16,6589037,16668,69
6,16,297143,22348,71
6,16,9194236,0,109
6,24,2064571,62688,1314
6,24,9494294,50259,1228
6,16,275849,62493,92
6,24,6955928,36970,1503
6,16,9176271,2076,54
6,16,6411909,34373,72
6,16,6013589,10496,1258
6,2,0,1024,58
6,16,293111,43419,1501
6,16,5483633,24185,1267
6,16,6492110,14685,1315
6,16,6281434,64262,1180
6,16,9841443,27977,1145
6,16,4020824,12551,88
6,16,3378189,41426,1266
6,2,0,1024,56
6,16,2692269,34647,1001
6,24,6530631,56072,1413
6,2,0,1024,59
6,16,4648121,0,1374
6,16,5482037,2810,54
6,2,0,1024,55
6,2,0,1024,54
6,16,4810260,4544,54
6,2,0,1024,57
6,16,2441858,0,1018
6,16,144500,24433,1132
6,2,0,1024,55
6,24,5840619,25123,84
6,16,9012730,0,446
6,24,2127546,23640,1283
6,16,2734166,64365,68
6,24,6911960,22950,1023
6,16,5609579,24680,1439
6,16,3501612,57076,68
6,2,0,512,55
6,16,6954599,17406,96
6,2,0,512,58
6,16,6765055,42217,1212
6,16,1031409,16549,99
6,16,1019927,0,681
6,16,5855601,46872,1194
6,16,3650785,22698,63
6,16,8919255,42265,1092
6,16,6488053,26787,1497
6,2,0,512,57
6,16,4890297,43424,1303
6,16,7343018,0,1116
6,16,453383,50008,1412
6,16,5705435,1191,54
6,2,0,1024,59
6,16,2273935,13212,80
6,16,6026710,4649,54
6,24,9833884,49794,69
6,16,9816331,33919,86
6,16,3214637,0,215
6,16,7757165,0,715
6,16,582208,56091,79
6,16,6454399,0,909
6,16,8853909,2946,54
6,2,0,512,59
6,24,5203292,27571,1054
6,16,3533906,53588,1288
6,16,8852542,40427,91
6,16,2807717,3285,54
6,16,9077823,24664,79
6,16,8328356,54307,1023
6,16,7208638,39705,1161
6,24,9808109,30819,77
6,16,6447337,31209,1300
6,16,7594146,44095,1161
6,16,3419162,46813,98
6,16,3343502,0,509
6,24,1172331,56669,83
6,24,9451277,26949,60
6,16,2194749,3299,54
6,16,1871428,42914,1103
6,16,9260984,0,1212
6,16,1598113,32688,77
6,24,6066487,44024,1060
6,16,7748115,0,1106
6,16,1661797,3261,54
6,2,0,512,56
6,16,9082155,24262,1439
6,16,9142287,32356,1139
6,16,110103,28748,1270
6,16,2071036,60965,1478
6,24,1602845,64961,1386
6,16,4847444,21891,98
6,2,0,512,54
6,24,7012476,49184,1315
6,16,9248683,50345,94
6,16,5795738,21698,65
6,16,5819082,25765,72
6,2,0,512,57
6,16,9923475,0,658
6,16,5150686,26528,93
6,16,789874,61066,1412
6,16,1006299,60127,72
6,16,6757558,28691,98
6,2,0,1024,55
6,16,1473748,0,1037
6,24,795947,26969,1274
6,16,6234073,49380,75
6,16,2413906,56351,61
6,16,7410044,0,1072
6,24,8297974,32635,1162
6,16,3397311,27897,1286
6,16,366977,18857,64
6,16,7920084,20242,79
6,24,6654117,44928,78
6,16,4212554,46840,96
6,16,8993896,4470,54
6,16,4293829,61436,1098
6,16,6876172,47383,1005
6,16,7633481,48064,1227
6,24,6514976,15676,79
6,16,9779255,49523,1066
6,24,7030670,41638,1166
6,16,3976859,65224,75
6,16,5992485,3930,54
6,16,1916568,23754,1246
6,16,3165455,21768,1053
6,16,2788871,53852,1080
6,16,3350997,51621,91
6,16,5147740,3153,54
6,16,9068804,0,566
6,24,26417,10058,1408
6,16,8341161,59569,90
6,16,8524467,13793,1101
6,16,4826160,0,106
6,16,9088247,0,354
6,16,9189280,0,530
6,16,3695816,57205,69
6,24,1010724,28465,68
6,16,3573013,0,1422
6,16,8387327,48051,94
6,16,1618844,4709,54
6,24,7186828,17569,92
6,16,2674699,32225,1415
6,24,234296,59173,92
6,16,9035047,36839,83
6,2,0,512,58
6,16,9249225,0,1413
6,16,6404760,39158,1411
6,16,1251022,4972,54
6,24,6754749,21151,1014
6,16,5611171,20447,64
6,16,9498051,47506,64
6,24,672636,15487,1046
6,16,7987624,0,1420
6,16,904345,0,89
6,24,7961173,19785,1262
6,24,2158710,30138,1376
6,16,9929445,64361,1257
6,2,0,512,58
6,16,6626679,38993,1083
6,24,1133264,18409,88
6,24,7233749,37715,1067
6,24,9115963,60194,79
6,16,5111252,24187,93
6,16,8782277,1284,54
6,24,7884798,55772,1331
6,2,0,512,59
6,16,3901933,10402,93
6,16,1855613,43875,84
6,16,5048154,15561,60
6,16,5359015,28867,74
6,24,4088649,51708,1221
6,16,2391700,47001,94
6,24,1538864,11830,74
6,24,9102061,46119,1043
6,16,5929227,4089,54
6,16,3386051,64087,61
6,16,8766898,10488,62
6,16,7680879,44921,78
6,2,0,512,56
6,16,704464,33285,79
6,2,0,1024,59
6,24,4386135,54914,1159
6,16,3046701,23407,1370
6,16,2933254,14873,66
6,16,4683733,50421,95
6,16,5945780,45692,1134
6,16,9712520,58195,1299
6,16,4926384,2613,54
6,16,4230544,3765,54
6,24,7945636,56349,1464
6,16,6020610,46897,77
6,16,7522441,44815,1372
6,16,6199079,3197,54
6,24,7853107,53340,84
6,16,1227282,2431,54
6,16,2160382,0,1059
6,16,5026764,35447,1144
6,16,7423426,2563,54
6,2,0,1024,57
6,16,1455743,52120,1201
6,16,8904059,2204,54
6,16,6778864,56450,89
6,16,1792306,0,1435
6,16,9444912,2782,54
6,24,207978,30134,1479
6,2,0,1024,55
6,16,3813139,0,973
6,2,0,512,54
6,16,1014000,51310,1188
6,24,4176429,51671,60
6,16,9550608,3487,54
6,2,0,512,56
6,16,4230599,30760,1304
6,24,5897835,11918,96
6,16,9609911,0,728
6,24,6686663,30021,1226
6,16,3941523,33700,1267
6,2,0,512,56
6,24,605192,33404,1500
6,16,76524,0,165
6,24,1691332,28769,64
6,24,3103047,48825,1338
6,24,4230138,20495,1513
6,2,0,512,54
6,2,0,512,56
6,16,3403055,10937,95
6,16,5457276,12067,69
6,16,2042317,55510,1490
6,24,8078804,53487,1120
6,16,4015164,16659,1149
6,16,6660652,0,1236
6,16,781205,0,322
6,16,9161884,46899,1354
6,16,6314195,34804,75
6,16,10251,31515,94
6,24,9251778,12875,1397
6,16,1137764,0,1349
6,16,1851881,25380,1424
6,16,6413304,11322,66
6,16,9375313,48127,95
6,16,7218668,32533,96
6,16,7425748,19144,88
6,2,0,1024,54
6,16,8007616,61930,97
6,16,9850154,2407,54
6,16,9404045,24885,1462
6,2,0,1024,58
6,2,0,512,55
6,16,2031199,42920,1029
6,16,95010,17782,98
6,16,3256058,0,1069
6,24,2267243,35038,1229
6,16,6257011,1469,54
6,16,7169685,21861,1220
6,16,5480065,46962,1282
6,24,2546946,40087,86
6,24,1725985,18025,1398
6,24,2545396,43191,61
6,16,3975459,18194,76
6,16,6543087,54804,72
6,16,3639098,58198,64
6,2,0,512,57
6,24,3616855,18656,1002
6,24,4023917,29468,92
6,16,8106170,26183,1110
6,16,9173448,34828,1035
6,24,8138302,22997,1391
6,24,5048171,53735,85
6,16,7839727,2047,54
6,16,1057097,57848,1270
6,16,7552874,20757,64
6,24,9637103,37652,1385
6,16,152455,45680,60
6,16,4570108,26365,1374
6,16,8713863,58288,1061
6,16,660231,0,989
6,2,0,512,56
6,24,9480102,11857,97
6,24,2137165,25665,73
6,16,7847765,4554,54
6,24,3748990,17258,97
6,16,3799758,0,235
6,16,7780157,22290,1331
6,16,5312432,37383,74
6,16,9278702,0,858
6,16,8828212,17808,1248
6,16,7683830,25364,99
6,24,7693528,39626,1163
6,16,7304673,2757,54
6,16,4987788,55733,73
6,24,7101225,45095,1197
6,16,5823949,0,372
6,16,807674,57405,72
6,16,874489,65308,64
6,16,1673767,57934,1478
6,16,693960,0,806
6,24,230404,60880,1395
6,16,3340716,3466,54
6,24,7139771,20389,1052
6,24,3268989,37288,90
6,2,0,1024,54
6,16,9160448,2377,54
6,24,2595725,50824,63
6,16,4767870,1692,54
6,16,8066555,24342,1207
6,16,2812612,2383,54
6,16,2307220,1764,54
6,16,1680938,39271,79
6,24,8050412,41391,1153
6,16,6819717,50612,1169
6,16,9923721,0,1468
6,16,4348299,4153,54
6,16,7370407,14572,70
6,24,8502546,15758,1396
6,2,0,1024,59
6,2,0,1024,56
6,24,8539301,36262,1287
6,2,0,1024,59
6,2,0,512,58
6,16,2977125,57767,68
6,16,3990884,34640,69
6,16,9882571,33152,88
6,16,1202806,0,190
6,16,709473,16947,60
6,16,5620311,1390,54
6,24,1367852,64468,1405
6,16,8076410,14438,86
6,2,0,512,58
6,16,4602936,18050,1271
